NUmber of circulation,Number of ports,Number of containers,Limit height,Allowed rehandle,The Seqnumber of circulation,Instance,NumofCir,Numofport,Numofsta,Number of used rehandle
50,5,100,4,0,27,0,27,5,15,0
50,5,100,4,0,28,0,28,1,15,0
50,5,100,4,0,28,0,28,2,14,0
50,5,100,4,0,28,0,28,3,13,0
50,5,100,4,0,28,0,28,4,13,0
50,5,100,4,0,28,0,28,5,15,0
50,5,100,4,0,29,0,29,1,15,0
50,5,100,4,0,29,0,29,2,14,0
50,5,100,4,0,29,0,29,3,13,0
50,5,100,4,0,29,0,29,4,13,0
50,5,100,4,0,29,0,29,5,15,0
50,5,100,4,0,30,0,30,1,15,0
50,5,100,4,0,30,0,30,2,14,0
50,5,100,4,0,30,0,30,3,13,0
50,5,100,4,0,30,0,30,4,13,0
50,5,100,4,0,30,0,30,5,15,0
50,5,100,4,0,31,0,31,1,15,0
50,5,100,4,0,31,0,31,2,14,0
50,5,100,4,0,31,0,31,3,13,0
50,5,100,4,0,31,0,31,4,13,0
50,5,100,4,0,31,0,31,5,15,0
50,5,100,4,0,32,0,32,1,15,0
50,5,100,4,0,32,0,32,2,14,0
50,5,100,4,0,32,0,32,3,13,0
50,5,100,4,0,32,0,32,4,13,0
50,5,100,4,0,32,0,32,5,15,0
50,5,100,4,0,33,0,33,1,15,0
50,5,100,4,0,33,0,33,2,14,0
50,5,100,4,0,33,0,33,3,13,0
50,5,100,4,0,33,0,33,4,13,0
50,5,100,4,0,33,0,33,5,15,0
50,5,100,4,0,34,0,34,1,15,0
50,5,100,4,0,34,0,34,2,14,0
50,5,100,4,0,34,0,34,3,13,0
50,5,100,4,0,34,0,34,4,13,0
50,5,100,4,0,34,0,34,5,15,0
50,5,100,4,0,35,0,35,1,15,0
50,5,100,4,0,35,0,35,2,14,0
50,5,100,4,0,35,0,35,3,13,0
50,5,100,4,0,35,0,35,4,13,0
50,5,100,4,0,35,0,35,5,15,0
50,5,100,4,0,36,0,36,1,15,0
50,5,100,4,0,36,0,36,2,14,0
50,5,100,4,0,36,0,36,3,13,0
50,5,100,4,0,36,0,36,4,13,0
50,5,100,4,0,36,0,36,5,15,0
50,5,100,4,0,37,0,37,1,15,0
50,5,100,4,0,37,0,37,2,14,0
50,5,100,4,0,37,0,37,3,13,0
50,5,100,4,0,37,0,37,4,13,0
50,5,100,4,0,37,0,37,5,15,0
50,5,100,4,0,38,0,38,1,15,0
50,5,100,4,0,38,0,38,2,14,0
50,5,100,4,0,38,0,38,3,13,0
50,5,100,4,0,38,0,38,4,13,0
50,5,100,4,0,38,0,38,5,15,0
50,5,100,4,0,39,0,39,1,15,0
50,5,100,4,0,39,0,39,2,14,0
50,5,100,4,0,39,0,39,3,13,0
50,5,100,4,0,39,0,39,4,13,0
50,5,100,4,0,39,0,39,5,15,0
50,5,100,4,0,40,0,40,1,15,0
50,5,100,4,0,40,0,40,2,14,0
50,5,100,4,0,40,0,40,3,13,0
50,5,100,4,0,40,0,40,4,13,0
50,5,100,4,0,40,0,40,5,15,0
50,5,100,4,0,41,0,41,1,15,0
50,5,100,4,0,41,0,41,2,14,0
50,5,100,4,0,41,0,41,3,13,0
50,5,100,4,0,41,0,41,4,13,0
50,5,100,4,0,41,0,41,5,15,0
50,5,100,4,0,42,0,42,1,15,0
50,5,100,4,0,42,0,42,2,14,0
50,5,100,4,0,42,0,42,3,13,0
50,5,100,4,0,42,0,42,4,13,0
50,5,100,4,0,42,0,42,5,15,0
50,5,100,4,0,43,0,43,1,15,0
50,5,100,4,0,43,0,43,2,14,0
50,5,100,4,0,43,0,43,3,13,0
50,5,100,4,0,43,0,43,4,13,0
50,5,100,4,0,43,0,43,5,15,0
50,5,100,4,0,44,0,44,1,15,0
50,5,100,4,0,44,0,44,2,14,0
50,5,100,4,0,44,0,44,3,13,0
50,5,100,4,0,44,0,44,4,13,0
50,5,100,4,0,44,0,44,5,15,0
50,5,100,4,0,45,0,45,1,15,0
50,5,100,4,0,45,0,45,2,14,0
50,5,100,4,0,45,0,45,3,13,0
50,5,100,4,0,45,0,45,4,13,0
50,5,100,4,0,45,0,45,5,15,0
50,5,100,4,0,46,0,46,1,15,0
50,5,100,4,0,46,0,46,2,14,0
50,5,100,4,0,46,0,46,3,13,0
50,5,100,4,0,46,0,46,4,13,0
50,5,100,4,0,46,0,46,5,15,0
50,5,100,4,0,47,0,47,1,15,0
50,5,100,4,0,47,0,47,2,14,0
50,5,100,4,0,47,0,47,3,13,0
50,5,100,4,0,47,0,47,4,13,0
50,5,100,4,0,47,0,47,5,15,0
50,5,100,4,0,48,0,48,1,15,0
50,5,100,4,0,48,0,48,2,14,0
50,5,100,4,0,48,0,48,3,13,0
50,5,100,4,0,48,0,48,4,13,0
50,5,100,4,0,48,0,48,5,15,0
50,5,100,4,0,49,0,49,1,15,0
50,5,100,4,0,49,0,49,2,14,0
50,5,100,4,0,49,0,49,3,13,0
50,5,100,4,0,49,0,49,4,13,0
50,5,100,4,0,49,0,49,5,15,0
50,5,100,4,0,50,0,50,1,15,0
50,5,100,4,0,50,0,50,2,14,0
50,5,100,4,0,50,0,50,3,13,0
50,5,100,4,0,50,0,50,4,13,0
50,5,100,4,0,50,0,50,5,15,0
NUmber of circulation,Number of ports,Number of containers,Limit height,Allowed rehandle,The Seqnumber of circulation,Instance,NumofCir,Numofport,Numofsta,Number of used rehandle
50,5,100,4,0,1,1,1,1,6,0
50,5,100,4,0,1,1,1,2,10,0
50,5,100,4,0,1,1,1,3,12,0
50,5,100,4,0,1,1,1,4,13,0
50,5,100,4,0,1,1,1,5,13,0
50,5,100,4,0,2,1,2,1,12,0
50,5,100,4,0,2,1,2,2,13,0
50,5,100,4,0,2,1,2,3,13,0
50,5,100,4,0,2,1,2,4,13,0
50,5,100,4,0,2,1,2,5,13,0
50,5,100,4,0,3,1,3,1,12,0
50,5,100,4,0,3,1,3,2,13,0
50,5,100,4,0,3,1,3,3,13,0
50,5,100,4,0,3,1,3,4,13,0
50,5,100,4,0,3,1,3,5,13,0
50,5,100,4,0,4,1,4,1,12,0
50,5,100,4,0,4,1,4,2,13,0
50,5,100,4,0,4,1,4,3,13,0
50,5,100,4,0,4,1,4,4,13,0
50,5,100,4,0,4,1,4,5,13,0
50,5,100,4,0,5,1,5,1,12,0
50,5,100,4,0,5,1,5,2,13,0
50,5,100,4,0,5,1,5,3,13,0
50,5,100,4,0,5,1,5,4,13,0
50,5,100,4,0,5,1,5,5,13,0
50,5,100,4,0,6,1,6,1,12,0
50,5,100,4,0,6,1,6,2,13,0
50,5,100,4,0,6,1,6,3,13,0
50,5,100,4,0,6,1,6,4,13,0
50,5,100,4,0,6,1,6,5,13,0
50,5,100,4,0,7,1,7,1,12,0
50,5,100,4,0,7,1,7,2,13,0
50,5,100,4,0,7,1,7,3,13,0
50,5,100,4,0,7,1,7,4,13,0
50,5,100,4,0,7,1,7,5,13,0
50,5,100,4,0,8,1,8,1,12,0
50,5,100,4,0,8,1,8,2,13,0
50,5,100,4,0,8,1,8,3,13,0
50,5,100,4,0,8,1,8,4,13,0
50,5,100,4,0,8,1,8,5,13,0
50,5,100,4,0,9,1,9,1,12,0
50,5,100,4,0,9,1,9,2,13,0
50,5,100,4,0,9,1,9,3,13,0
50,5,100,4,0,9,1,9,4,13,0
50,5,100,4,0,9,1,9,5,13,0
50,5,100,4,0,10,1,10,1,12,0
50,5,100,4,0,10,1,10,2,13,0
50,5,100,4,0,10,1,10,3,13,0
50,5,100,4,0,10,1,10,4,13,0
50,5,100,4,0,10,1,10,5,13,0
50,5,100,4,0,11,1,11,1,12,0
50,5,100,4,0,11,1,11,2,13,0
50,5,100,4,0,11,1,11,3,13,0
50,5,100,4,0,11,1,11,4,13,0
50,5,100,4,0,11,1,11,5,13,0
50,5,100,4,0,12,1,12,1,12,0
50,5,100,4,0,12,1,12,2,13,0
50,5,100,4,0,12,1,12,3,13,0
50,5,100,4,0,12,1,12,4,13,0
50,5,100,4,0,12,1,12,5,13,0
50,5,100,4,0,13,1,13,1,12,0
50,5,100,4,0,13,1,13,2,13,0
50,5,100,4,0,13,1,13,3,13,0
50,5,100,4,0,13,1,13,4,13,0
50,5,100,4,0,13,1,13,5,13,0
50,5,100,4,0,14,1,14,1,12,0
50,5,100,4,0,14,1,14,2,13,0
50,5,100,4,0,14,1,14,3,13,0
50,5,100,4,0,14,1,14,4,13,0
50,5,100,4,0,14,1,14,5,13,0
50,5,100,4,0,15,1,15,1,12,0
50,5,100,4,0,15,1,15,2,13,0
50,5,100,4,0,15,1,15,3,13,0
50,5,100,4,0,15,1,15,4,13,0
50,5,100,4,0,15,1,15,5,13,0
50,5,100,4,0,16,1,16,1,12,0
50,5,100,4,0,16,1,16,2,13,0
50,5,100,4,0,16,1,16,3,13,0
50,5,100,4,0,16,1,16,4,13,0
50,5,100,4,0,16,1,16,5,13,0
50,5,100,4,0,17,1,17,1,12,0
50,5,100,4,0,17,1,17,2,13,0
50,5,100,4,0,17,1,17,3,13,0
50,5,100,4,0,17,1,17,4,13,0
50,5,100,4,0,17,1,17,5,13,0
50,5,100,4,0,18,1,18,1,12,0
50,5,100,4,0,18,1,18,2,13,0
50,5,100,4,0,18,1,18,3,13,0
50,5,100,4,0,18,1,18,4,13,0
50,5,100,4,0,18,1,18,5,13,0
50,5,100,4,0,19,1,19,1,12,0
50,5,100,4,0,19,1,19,2,13,0
50,5,100,4,0,19,1,19,3,13,0
50,5,100,4,0,19,1,19,4,13,0
50,5,100,4,0,19,1,19,5,13,0
50,5,100,4,0,20,1,20,1,12,0
50,5,100,4,0,20,1,20,2,13,0
50,5,100,4,0,20,1,20,3,13,0
50,5,100,4,0,20,1,20,4,13,0
50,5,100,4,0,20,1,20,5,13,0
50,5,100,4,0,21,1,21,1,12,0
50,5,100,4,0,21,1,21,2,13,0
50,5,100,4,0,21,1,21,3,13,0
50,5,100,4,0,21,1,21,4,13,0
50,5,100,4,0,21,1,21,5,13,0
50,5,100,4,0,22,1,22,1,12,0
50,5,100,4,0,22,1,22,2,13,0
50,5,100,4,0,22,1,22,3,13,0
50,5,100,4,0,22,1,22,4,13,0
50,5,100,4,0,22,1,22,5,13,0
50,5,100,4,0,23,1,23,1,12,0
50,5,100,4,0,23,1,23,2,13,0
50,5,100,4,0,23,1,23,3,13,0
50,5,100,4,0,23,1,23,4,13,0
50,5,100,4,0,23,1,23,5,13,0
50,5,100,4,0,24,1,24,1,12,0
50,5,100,4,0,24,1,24,2,13,0
50,5,100,4,0,24,1,24,3,13,0
50,5,100,4,0,24,1,24,4,13,0
50,5,100,4,0,24,1,24,5,13,0
50,5,100,4,0,25,1,25,1,12,0
50,5,100,4,0,25,1,25,2,13,0
50,5,100,4,0,25,1,25,3,13,0
50,5,100,4,0,25,1,25,4,13,0
50,5,100,4,0,25,1,25,5,13,0
50,5,100,4,0,26,1,26,1,12,0
50,5,100,4,0,26,1,26,2,13,0
50,5,100,4,0,26,1,26,3,13,0
50,5,100,4,0,26,1,26,4,13,0
50,5,100,4,0,26,1,26,5,13,0
50,5,100,4,0,27,1,27,1,12,0
50,5,100,4,0,27,1,27,2,13,0
50,5,100,4,0,27,1,27,3,13,0
50,5,100,4,0,27,1,27,4,13,0
50,5,100,4,0,27,1,27,5,13,0
50,5,100,4,0,28,1,28,1,12,0
50,5,100,4,0,28,1,28,2,13,0
50,5,100,4,0,28,1,28,3,13,0
50,5,100,4,0,28,1,28,4,13,0
50,5,100,4,0,28,1,28,5,13,0
50,5,100,4,0,29,1,29,1,12,0
50,5,100,4,0,29,1,29,2,13,0
50,5,100,4,0,29,1,29,3,13,0
50,5,100,4,0,29,1,29,4,13,0
50,5,100,4,0,29,1,29,5,13,0
50,5,100,4,0,30,1,30,1,12,0
50,5,100,4,0,30,1,30,2,13,0
50,5,100,4,0,30,1,30,3,13,0
50,5,100,4,0,30,1,30,4,13,0
50,5,100,4,0,30,1,30,5,13,0
50,5,100,4,0,31,1,31,1,12,0
50,5,100,4,0,31,1,31,2,13,0
50,5,100,4,0,31,1,31,3,13,0
50,5,100,4,0,31,1,31,4,13,0
50,5,100,4,0,31,1,31,5,13,0
50,5,100,4,0,32,1,32,1,12,0
50,5,100,4,0,32,1,32,2,13,0
50,5,100,4,0,32,1,32,3,13,0
50,5,100,4,0,32,1,32,4,13,0
50,5,100,4,0,32,1,32,5,13,0
50,5,100,4,0,33,1,33,1,12,0
50,5,100,4,0,33,1,33,2,13,0
50,5,100,4,0,33,1,33,3,13,0
50,5,100,4,0,33,1,33,4,13,0
50,5,100,4,0,33,1,33,5,13,0
50,5,100,4,0,34,1,34,1,12,0
50,5,100,4,0,34,1,34,2,13,0
50,5,100,4,0,34,1,34,3,13,0
50,5,100,4,0,34,1,34,4,13,0
50,5,100,4,0,34,1,34,5,13,0
50,5,100,4,0,35,1,35,1,12,0
50,5,100,4,0,35,1,35,2,13,0
50,5,100,4,0,35,1,35,3,13,0
50,5,100,4,0,35,1,35,4,13,0
50,5,100,4,0,35,1,35,5,13,0
50,5,100,4,0,36,1,36,1,12,0
50,5,100,4,0,36,1,36,2,13,0
50,5,100,4,0,36,1,36,3,13,0
50,5,100,4,0,36,1,36,4,13,0
50,5,100,4,0,36,1,36,5,13,0
50,5,100,4,0,37,1,37,1,12,0
50,5,100,4,0,37,1,37,2,13,0
50,5,100,4,0,37,1,37,3,13,0
50,5,100,4,0,37,1,37,4,13,0
50,5,100,4,0,37,1,37,5,13,0
50,5,100,4,0,38,1,38,1,12,0
50,5,100,4,0,38,1,38,2,13,0
50,5,100,4,0,38,1,38,3,13,0
50,5,100,4,0,38,1,38,4,13,0
50,5,100,4,0,38,1,38,5,13,0
50,5,100,4,0,39,1,39,1,12,0
50,5,100,4,0,39,1,39,2,13,0
50,5,100,4,0,39,1,39,3,13,0
50,5,100,4,0,39,1,39,4,13,0
50,5,100,4,0,39,1,39,5,13,0
50,5,100,4,0,40,1,40,1,12,0
50,5,100,4,0,40,1,40,2,13,0
50,5,100,4,0,40,1,40,3,13,0
50,5,100,4,0,40,1,40,4,13,0
50,5,100,4,0,40,1,40,5,13,0
50,5,100,4,0,41,1,41,1,12,0
50,5,100,4,0,41,1,41,2,13,0
50,5,100,4,0,41,1,41,3,13,0
50,5,100,4,0,41,1,41,4,13,0
50,5,100,4,0,41,1,41,5,13,0
50,5,100,4,0,42,1,42,1,12,0
50,5,100,4,0,42,1,42,2,13,0
50,5,100,4,0,42,1,42,3,13,0
50,5,100,4,0,42,1,42,4,13,0
50,5,100,4,0,42,1,42,5,13,0
50,5,100,4,0,43,1,43,1,12,0
50,5,100,4,0,43,1,43,2,13,0
50,5,100,4,0,43,1,43,3,13,0
50,5,100,4,0,43,1,43,4,13,0
50,5,100,4,0,43,1,43,5,13,0
50,5,100,4,0,44,1,44,1,12,0
50,5,100,4,0,44,1,44,2,13,0
50,5,100,4,0,44,1,44,3,13,0
50,5,100,4,0,44,1,44,4,13,0
50,5,100,4,0,44,1,44,5,13,0
50,5,100,4,0,45,1,45,1,12,0
50,5,100,4,0,45,1,45,2,13,0
50,5,100,4,0,45,1,45,3,13,0
50,5,100,4,0,45,1,45,4,13,0
50,5,100,4,0,45,1,45,5,13,0
50,5,100,4,0,46,1,46,1,12,0
50,5,100,4,0,46,1,46,2,13,0
50,5,100,4,0,46,1,46,3,13,0
50,5,100,4,0,46,1,46,4,13,0
50,5,100,4,0,46,1,46,5,13,0
50,5,100,4,0,47,1,47,1,12,0
50,5,100,4,0,47,1,47,2,13,0
50,5,100,4,0,47,1,47,3,13,0
50,5,100,4,0,47,1,47,4,13,0
50,5,100,4,0,47,1,47,5,13,0
50,5,100,4,0,48,1,48,1,12,0
50,5,100,4,0,48,1,48,2,13,0
50,5,100,4,0,48,1,48,3,13,0
50,5,100,4,0,48,1,48,4,13,0
50,5,100,4,0,48,1,48,5,13,0
50,5,100,4,0,49,1,49,1,12,0
50,5,100,4,0,49,1,49,2,13,0
50,5,100,4,0,49,1,49,3,13,0
50,5,100,4,0,49,1,49,4,13,0
50,5,100,4,0,49,1,49,5,13,0
50,5,100,4,0,50,1,50,1,12,0
50,5,100,4,0,50,1,50,2,13,0
50,5,100,4,0,50,1,50,3,13,0
50,5,100,4,0,50,1,50,4,13,0
50,5,100,4,0,50,1,50,5,13,0
NUmber of circulation,Number of ports,Number of containers,Limit height,Allowed rehandle,The Seqnumber of circulation,Instance,NumofCir,Numofport,Numofsta,Number of used rehandle
50,5,100,4,0,1,2,1,1,6,0
50,5,100,4,0,1,2,1,2,9,0
50,5,100,4,0,1,2,1,3,9,0
50,5,100,4,0,1,2,1,4,13,0
50,5,100,4,0,1,2,1,5,13,0
50,5,100,4,0,2,2,2,1,15,0
50,5,100,4,0,2,2,2,2,14,0
50,5,100,4,0,2,2,2,3,10,0
50,5,100,4,0,2,2,2,4,13,0
50,5,100,4,0,2,2,2,5,13,0
50,5,100,4,0,3,2,3,1,15,0
50,5,100,4,0,3,2,3,2,14,0
50,5,100,4,0,3,2,3,3,10,0
50,5,100,4,0,3,2,3,4,13,0
50,5,100,4,0,3,2,3,5,13,0
50,5,100,4,0,4,2,4,1,15,0
50,5,100,4,0,4,2,4,2,14,0
50,5,100,4,0,4,2,4,3,10,0
50,5,100,4,0,4,2,4,4,13,0
50,5,100,4,0,4,2,4,5,13,0
50,5,100,4,0,5,2,5,1,15,0
50,5,100,4,0,5,2,5,2,14,0
50,5,100,4,0,5,2,5,3,10,0
50,5,100,4,0,5,2,5,4,13,0
50,5,100,4,0,5,2,5,5,13,0
50,5,100,4,0,6,2,6,1,15,0
50,5,100,4,0,6,2,6,2,14,0
50,5,100,4,0,6,2,6,3,10,0
50,5,100,4,0,6,2,6,4,13,0
50,5,100,4,0,6,2,6,5,13,0
50,5,100,4,0,7,2,7,1,15,0
50,5,100,4,0,7,2,7,2,14,0
50,5,100,4,0,7,2,7,3,10,0
50,5,100,4,0,7,2,7,4,13,0
50,5,100,4,0,7,2,7,5,13,0
50,5,100,4,0,8,2,8,1,15,0
50,5,100,4,0,8,2,8,2,14,0
50,5,100,4,0,8,2,8,3,10,0
50,5,100,4,0,8,2,8,4,13,0
50,5,100,4,0,8,2,8,5,13,0
50,5,100,4,0,9,2,9,1,15,0
50,5,100,4,0,9,2,9,2,14,0
50,5,100,4,0,9,2,9,3,10,0
50,5,100,4,0,9,2,9,4,13,0
50,5,100,4,0,9,2,9,5,13,0
50,5,100,4,0,10,2,10,1,15,0
50,5,100,4,0,10,2,10,2,14,0
50,5,100,4,0,10,2,10,3,10,0
50,5,100,4,0,10,2,10,4,13,0
50,5,100,4,0,10,2,10,5,13,0
50,5,100,4,0,11,2,11,1,15,0
50,5,100,4,0,11,2,11,2,14,0
50,5,100,4,0,11,2,11,3,10,0
50,5,100,4,0,11,2,11,4,13,0
50,5,100,4,0,11,2,11,5,13,0
50,5,100,4,0,12,2,12,1,15,0
50,5,100,4,0,12,2,12,2,14,0
50,5,100,4,0,12,2,12,3,10,0
50,5,100,4,0,12,2,12,4,13,0
50,5,100,4,0,12,2,12,5,13,0
50,5,100,4,0,13,2,13,1,15,0
50,5,100,4,0,13,2,13,2,14,0
50,5,100,4,0,13,2,13,3,10,0
50,5,100,4,0,13,2,13,4,13,0
50,5,100,4,0,13,2,13,5,13,0
50,5,100,4,0,14,2,14,1,15,0
50,5,100,4,0,14,2,14,2,14,0
50,5,100,4,0,14,2,14,3,10,0
50,5,100,4,0,14,2,14,4,13,0
50,5,100,4,0,14,2,14,5,13,0
50,5,100,4,0,15,2,15,1,15,0
50,5,100,4,0,15,2,15,2,14,0
50,5,100,4,0,15,2,15,3,10,0
50,5,100,4,0,15,2,15,4,13,0
50,5,100,4,0,15,2,15,5,13,0
50,5,100,4,0,16,2,16,1,15,0
50,5,100,4,0,16,2,16,2,14,0
50,5,100,4,0,16,2,16,3,10,0
50,5,100,4,0,16,2,16,4,13,0
50,5,100,4,0,16,2,16,5,13,0
50,5,100,4,0,17,2,17,1,15,0
50,5,100,4,0,17,2,17,2,14,0
50,5,100,4,0,17,2,17,3,10,0
50,5,100,4,0,17,2,17,4,13,0
50,5,100,4,0,17,2,17,5,13,0
50,5,100,4,0,18,2,18,1,15,0
50,5,100,4,0,18,2,18,2,14,0
50,5,100,4,0,18,2,18,3,10,0
50,5,100,4,0,18,2,18,4,13,0
50,5,100,4,0,18,2,18,5,13,0
50,5,100,4,0,19,2,19,1,15,0
50,5,100,4,0,19,2,19,2,14,0
50,5,100,4,0,19,2,19,3,10,0
50,5,100,4,0,19,2,19,4,13,0
50,5,100,4,0,19,2,19,5,13,0
50,5,100,4,0,20,2,20,1,15,0
50,5,100,4,0,20,2,20,2,14,0
50,5,100,4,0,20,2,20,3,10,0
50,5,100,4,0,20,2,20,4,13,0
50,5,100,4,0,20,2,20,5,13,0
50,5,100,4,0,21,2,21,1,15,0
50,5,100,4,0,21,2,21,2,14,0
50,5,100,4,0,21,2,21,3,10,0
50,5,100,4,0,21,2,21,4,13,0
50,5,100,4,0,21,2,21,5,13,0
50,5,100,4,0,22,2,22,1,15,0
50,5,100,4,0,22,2,22,2,14,0
50,5,100,4,0,22,2,22,3,10,0
50,5,100,4,0,22,2,22,4,13,0
50,5,100,4,0,22,2,22,5,13,0
50,5,100,4,0,23,2,23,1,15,0
50,5,100,4,0,23,2,23,2,14,0
50,5,100,4,0,23,2,23,3,10,0
50,5,100,4,0,23,2,23,4,13,0
50,5,100,4,0,23,2,23,5,13,0
50,5,100,4,0,24,2,24,1,15,0
50,5,100,4,0,24,2,24,2,14,0
50,5,100,4,0,24,2,24,3,10,0
50,5,100,4,0,24,2,24,4,13,0
50,5,100,4,0,24,2,24,5,13,0
50,5,100,4,0,25,2,25,1,15,0
50,5,100,4,0,25,2,25,2,14,0
